,geo,text,user,location,Subject,state
956,,⁦⁩ Jr. Gets Instant Fact-Check After Most Brazen Coronavirus Lie Yet #SmartNews  ,USAinCrisis2020,"Washington, DC",Donald Trump,Washington
958,, This story holy shit! ,b_tillmankelly,"Lake Elsinore, CA",Donald Trump,California
963,," ""The United States military is sworn to support and defend the Constitution against all enemies foreign and domestic."" ALL…",thomaskaine5,"Las Vegas, NV",Donald Trump,Nevada
968,, Lawyers for Donald Trump and Joe Biden are poring over arcane federal law to prepare for the possibility that a close or cont…,linbindou,"Brooklyn, NY",Donald Trump,New York
969,," 'Another 4 Years': Golf Legend Jack Nicklaus Voted For Donald Trump, Encourages Others To Do The Same …",_sere,"Florida, USA",Donald Trump,Florida
970,, How long is 90 seconds? Under Donald Trump it’s another life. Our country is losing someone every 90 seconds under Trump’s i…,Vanessa75998849,VA,Donald Trump,Virginia
971,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",lovethydog9,"South Carolina, USA",Donald Trump,South Carolina
972,, Russia has a file on your father  that goes back to the 1970s that started  with your mother. There… ,Christi29661216,"Indiana, USA",Donald Trump,Indiana
975,," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…",Aliapari,"Boca Raton, FL",Donald Trump,Florida
978,," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…",griffdog51,"Middle River, MD",Donald Trump,Maryland
983,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",NMP_never,Illinois,Donald Trump,Illinois
987,," When i was a child and a President addressed the nation, my dad would call us 7 kids to the TV hear him.  When Donald Trump…",CELSIOR600,"California, USA",Donald Trump,California
988,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",CynthiaWard19,"Anaheim, CA",Donald Trump,California
993,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",jahradics211,"Jacksonville, FL",Donald Trump,Florida
998,," Laura is a ""veteran, a former military spouse, a gun-owning, pro-life Catholic, lifelong Republican"" and she is voting for Jo…",iq_twit,"Apple Valley, MN",Donald Trump,Minnesota
1001,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",bonnie_london,"Fort Lauderdale, FL",Donald Trump,Florida
1002,," If Donald Trump is going to try to steal this election, here’s how he will do it—and how we can stop him. …",AdentroStyle,"Miami, FL",Donald Trump,Florida
1005,, Donald Trump is a man without character. It’s why I wrote “A Warning”...and it’s why me &amp; my colleagues have spoken out…,yadira_di,"Orlando, FL",Donald Trump,Florida
1007,," .⁦⁩, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u…",carla8992,"Wisconsin, USA",Donald Trump,Wisconsin
1009,, Donald Trump has gotten:-$885 million in subsidies for his real estate empire-$287 million of his debt canceled-A $72.9…,vrscse2,"Martin, MI",Donald Trump,Michigan
1012,, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…,bo_ta_nicole,"Frisco, TX",Donald Trump,Texas
1013,," This will be Donald Trump and his party's eternal and historic shame. Their legacy is this, with all the economic Hell that…",SharonQwltnut,"Hamilton, OH",Donald Trump,Ohio
1014,, Wanted: assessment of why Bush-era war criminals are suddenly the darlings of the Rachel Maddow #Resistance-and-smart glasses…,amy_arcade,"Texas, USA",Donald Trump,Texas
1018,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",bremat338,"Philadelphia, PA",Donald Trump,Pennsylvania
1020,," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…",Kate17Kazoo,"Michigan, USA",Donald Trump,Michigan
1023,,It’s 2:30 in the morning and Donald Trump is completely melting down right now  via ,StayHopeful16,"Huntsville, AL",Donald Trump,Alabama
1024,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",SurfChef1024,"Palm Coast, FL",Donald Trump,Florida
1025,, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via ,Joegravo,"Westhampton Beach, NY",Donald Trump,New York
1027,, The FBI was investigating Hunter Biden's overseas business deals in December 2019 while Donald Trump was being impeached…,stu0016,"Behind Enemy Lines, MD",Donald Trump,Maryland
1030,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",scooterdawg,"Spotsylvania, VA",Donald Trump,Virginia
1033,," Donald Trump and Republicans had a choice: Take charge of this virus and pass a relief bill, or push through a Supreme Co…",AnneDayer,"Durham, NC",Donald Trump,North Carolina
1035,, There’s a reason Donald Trump Jr. never pushes back on his cocaine usage,KW46488973,"Illinois, USA",Donald Trump,Illinois
1038,, and why he thinks  has been a God send to the Democratic party ,Christo42631462,"Auburn, NY",Donald Trump,New York
1039,, It is Halloween week so please listen and learn from Donald J Trump (link for shares below) ,dens1984,"Massachusetts, USA",Donald Trump,Massachusetts
1044,, NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse…,AthenaCornell,"Pittsburgh, PA",Donald Trump,Pennsylvania
1046,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",smoofers,"North Carolina, USA",Donald Trump,North Carolina
1047,," Donald Trump, who has financial interests in Turkey, won’t stand up to Erdogan. Ever.He even interfered in a DOJ inves…",KayIAM65,"Wisconsin, USA",Donald Trump,Wisconsin
1051,," ""The reaction wasn’t surprising either. ... There was outrage. There was anger. And, worst of all for Nicklaus, there was gen…",roybelly,"Miami, FL",Donald Trump,Florida
1052,,   Free Covid death Rally come one come all.” he is the cause of a deadly pandemic that kills hundred…,nazuzuwin,New Hampshire,Donald Trump,New Hampshire
1053,," Hundreds of political scientists fear that, if Donald Trump loses the election, he may encourage political violence.https:/…",SlythSeeker,"Phoenix, AZ",Donald Trump,Arizona
1055,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",hvayou925,"Winter Springs, FL",Donald Trump,Florida
1057,," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…",VTXGAL,Illinois,Donald Trump,Illinois
1061,, Donald Trump Is Again Going to Win,buckeye_don61,"Ohio, USA",Donald Trump,Ohio
1076,, At the precise moment Donald Trump was impeached for expressing concern about potential Hunter Biden corruption in Ukraine…,ElectaWing,Kansas,Donald Trump,Kansas
1078,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",judysch32907283,"Port Orange, FL",Donald Trump,Florida
1085,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",zinn_tristan,"Marietta, GA",Donald Trump,Georgia
1089,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",Denis_Buchholz,California,Donald Trump,California
1090,, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…,audreyswh,"Michigan, USA",Donald Trump,Michigan
1094,,  Whatever you say. ,CtheFirefly,"Massachusetts, USA",Donald Trump,Massachusetts
1097,, Here’s a message to Black and Latino men. Donald Trump DOES NOT care about you. Period. That goes for Lil’ Wayne aka We…,JrRobert94,"Orlando, FL",Donald Trump,Florida
1098,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",collinskj,New Jersey,Donald Trump,New Jersey
1103,," COVID-19 deaths:United States: 225,000Population: 328.2 millionCOVID-19 deaths:Canada: 9,963Japan: 1,716Australia: 9…",KuifjeP,"Portland, OR",Donald Trump,Oregon
1108,,  Imagine if they were such big tools they tried to make a tv show about the elusive Donald Tru… ,OKAYFINE_Music,"Silver Spring, MD",Donald Trump,Maryland
1110,, Let’s leave everything on the field. Let’s wake up on November 4 with no regrets. Let’s do everything we possibly can to defea…,jmssarno,"New York, NY/Orlando, FL",Donald Trump,Florida
1113,," Beyond the Supreme Court, not only has President Donald Trump appointed judges at a quicker pace than his predecessor, he’s…",ToddCurryTX,"Houston, TX",Donald Trump,Texas
1120,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",HinderTrump,"Florida, USA",Donald Trump,Florida
1123,," BREAKING:  Donald Trump just called the process of counting all the votes, ""stealing an election.""How can anyone suppo…",CowLady12,"Florida, USA",Donald Trump,Florida
1124,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",kodabear13rd,"New Jersey, USA",Donald Trump,New Jersey
1125,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",PamMCaruso,"New York, NY",Donald Trump,New York
1128,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",acr810,"Palm Beach County, FL",Donald Trump,Florida
1131,, Donald Trump should release his tax returns or shut up about corruption.,He_Knew_,"San Diego, CA",Donald Trump,California
1132,, Democrat nightmare: The daily Rasmussen Reports poll that tracks black support for Donald Trump shows the president sitt…,sursoe,Florida,Donald Trump,Florida
1135,, This is the result of Donald Trump's immigration plan. ,ziyaziba,"San Jose, CA",Donald Trump,California
1137,," GDP rose last quarter, but visits to food banks haven’t slowed, and poverty has grown. We’re on track for the worst economic…",KayIAM65,"Wisconsin, USA",Donald Trump,Wisconsin
1139,, Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…,DianeBowersDiDi,"Florida, USA",Donald Trump,Florida
1142,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",popparupp,"Denham Springs, LA",Donald Trump,Louisiana
1152,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",WaynePBates,"Boylston, MA",Donald Trump,Massachusetts
1154,,  But Trump Junior on Fox said it was down to nothing. Better call and grovel to Donald and get some ventilato…,86GOPFascism,"Illinois, USA",Donald Trump,Illinois
1164,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",FTS4LYF,"Florida, USA",Donald Trump,Florida
1167,," Joe Biden gets aging Bon Jovi and CHER, President Donald Trump gets Lil Wayne.",The_MrsGlass,MA,Donald Trump,Massachusetts
1168,, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…,Tearsighn,"Chapel Hill, NC",Donald Trump,North Carolina
1175,, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…,DBuggica,"Tampa, FL",Donald Trump,Florida
1176,, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…,starshiptroopr,"Fort Lauderdale, Florida ",Donald Trump,Florida
1177,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",usa_shellym,"Washington, USA",Donald Trump,Washington
1178,, Americans are voting for Joe Biden and Kamala Harris. #VoteBidenHarris2020Americans are voting against t… ,miniclip8pool,"Houston, TX",Donald Trump,Texas
1185,, The normalization of relations between Sudan and Israel will improve regional security and unlock new opportunities for the…,philipzaroo,"Ann Arbor, MI",Donald Trump,Michigan
1190,," I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST…",Spudmaster,"Texas, USA",Donald Trump,Texas
